,SurveyDate,Zone,DataType,DataCount
1600,4/2/2012,I,Bird,0
1601,4/2/2012,I,People,116
1602,4/2/2012,II,People,2
1603,4/4/2012,I,Dogs On Leash,1
1604,4/4/2012,I,People,139
1605,4/4/2012,I,Snowy Egret,2
1606,4/4/2012,II,Great Blue Heron,2
1607,4/4/2012,II,People,17
1608,4/4/2012,II,Snowy Egret,2
1609,4/4/2012,II,Western Gull,2
1610,4/4/2012,III,Black Phoebe,1
1611,4/4/2012,III,People,4
1612,4/4/2012,III,Snowy Egret,4
1613,4/4/2012,III,Spotted Sandpiper,1
1614,4/4/2012,III,Western Gull,1
1615,4/4/2012,III,Whimbrel,1
1616,4/4/2012,III Boulders,California Gull,1
1617,4/4/2012,III Boulders,Western Gull,2
1618,4/4/2012,III Rocky Outcrop,Brown Pelican,8
1619,4/4/2012,III Rocky Outcrop,Cormorant,3
1620,4/4/2012,III Rocky Outcrop,Great Blue Heron,1
1621,4/4/2012,III Rocky Outcrop,Tern,35
1622,4/4/2012,III Rocky Outcrop,Unidentified Gull,20
1623,4/5/2012,I,People,137
1624,4/5/2012,I,Western Gull,1
1625,4/5/2012,II,Black Turnstone,1
1626,4/5/2012,II,People,10
1627,4/5/2012,II,Snowy Egret,3
1628,4/5/2012,II,Spotted Sandpiper,1
1629,4/5/2012,II,Wandering Tattler,1
1630,4/5/2012,II,Whimbrel,1
1631,4/5/2012,III,Belted Kingfisher,1
1632,4/5/2012,III,Great Egret,1
1633,4/5/2012,III,People,0
1634,4/5/2012,III,Snowy Egret,3
1635,4/5/2012,III,Spotted Sandpiper,1
1636,4/5/2012,III,Whimbrel,1
1637,4/5/2012,III Boulders,Western Gull,1
1638,4/5/2012,III Rocky Outcrop,Brown Pelican,6
1639,4/5/2012,III Rocky Outcrop,Cormorant,4
1640,4/5/2012,III Rocky Outcrop,Tern,90
1641,4/5/2012,III Rocky Outcrop,Unidentified Gull,35
1642,4/13/2012,I,People,44
1643,4/13/2012,I,Spotted Sandpiper,2
1644,4/13/2012,II,People,13
1645,4/13/2012,II,Snowy Egret,4
1646,4/13/2012,II,Spotted Sandpiper,1
1647,4/13/2012,III,Brown Pelican,1
1648,4/13/2012,III,Juvenile Gull,1
1649,4/13/2012,III,People,0
1650,4/13/2012,III,Snowy Egret,3
1651,4/13/2012,III,Western Gull,2
1652,4/13/2012,III Boulders,Juvenile Gull,1
1653,4/13/2012,III Boulders,Western Gull,1
1654,4/13/2012,III Rocky Outcrop,Brown Pelican,12
1655,4/13/2012,III Rocky Outcrop,Cormorant,8
1656,4/13/2012,III Rocky Outcrop,Tern,25
1657,4/13/2012,III Rocky Outcrop,Unidentified Gull,8
1658,10/14/2012,I,Black Phoebe,1
1659,10/14/2012,I,Black Turnstone,2
1660,10/14/2012,I,Dogs On Leash,1
1661,10/14/2012,I,People,84
1662,10/14/2012,I,Snowy Egret,2
1663,10/14/2012,I,Spotted Sandpiper,3
1664,10/14/2012,I,Western Gull,2
1665,10/14/2012,II,Black Turnstone,2
1666,10/14/2012,II,Juvenile Gull,1
1667,10/14/2012,II,People,32
1668,10/14/2012,II,Western Gull,1
1669,10/14/2012,III,Black Phoebe,2
1670,10/14/2012,III,Great Blue Heron,1
1671,10/14/2012,III,Juvenile Gull,1
1672,10/14/2012,III,People,1
1673,10/14/2012,III,Snowy Egret,2
1674,10/14/2012,III,Spotted Sandpiper,1
1675,10/14/2012,III,Western Gull,3
1676,10/14/2012,III Boulders,Bird,0
1677,10/14/2012,III Boulders,People,0
1678,10/14/2012,III Rocky Outcrop,Brown Pelican,1
1679,10/14/2012,III Rocky Outcrop,Cormorant,6
1680,10/14/2012,III Rocky Outcrop,Great Egret,1
1681,10/14/2012,III Rocky Outcrop,Tern,13
1682,10/14/2012,III Rocky Outcrop,Unidentified Gull,118
1683,10/15/2012,I,Black Turnstone,1
1684,10/15/2012,I,People,46
1685,10/15/2012,I,Snowy Egret,2
1686,10/15/2012,I,Spotted Sandpiper,1
1687,10/15/2012,II,Great Blue Heron,1
1688,10/15/2012,II,People,8
1689,10/15/2012,II,Snowy Egret,2
1690,10/15/2012,II,Western Gull,2
1691,10/15/2012,III,People,0
1692,10/15/2012,III,Snowy Egret,3
1693,10/15/2012,III,Wandering Tattler,2
1694,10/15/2012,III,Whimbrel,2
1695,10/15/2012,III Boulders,Great Egret,1
1696,10/15/2012,III Boulders,Snowy Egret,4
1697,10/15/2012,III Rocky Outcrop,Brown Pelican,8
1698,10/15/2012,III Rocky Outcrop,Cormorant,2
1699,10/15/2012,III Rocky Outcrop,Tern,9
1700,10/15/2012,III Rocky Outcrop,Unidentified Gull,20
1701,10/28/2012,I,Great Egret,1
1702,10/28/2012,I,People,12
1703,10/28/2012,I,Snowy Egret,1
1704,10/28/2012,I,Spotted Sandpiper,2
1705,10/28/2012,I,Western Grebe,1
1706,10/28/2012,I,Western Gull,1
1707,10/28/2012,II,Great Blue Heron,1
1708,10/28/2012,II,People,1
1709,10/28/2012,II,Snowy Egret,2
1710,10/28/2012,II,Spotted Sandpiper,1
1711,10/28/2012,II,Western Gull,3
1712,10/28/2012,III,California Gull,2
1713,10/28/2012,III,Great Egret,1
1714,10/28/2012,III,Juvenile Gull,1
1715,10/28/2012,III,People,2
1716,10/28/2012,III,Snowy Egret,5
1717,10/28/2012,III,Western Gull,6
1718,10/28/2012,III Boulders,People,0
1719,10/28/2012,III Boulders,Snowy Egret,1
1720,10/28/2012,III Rocky Outcrop,Brown Pelican,11
1721,10/28/2012,III Rocky Outcrop,Cormorant,6
1722,10/28/2012,III Rocky Outcrop,Snowy Egret,1
1723,10/28/2012,III Rocky Outcrop,Tern,14
1724,10/28/2012,III Rocky Outcrop,Unidentified Gull,150
1725,11/11/2012,I,Dogs On Leash,1
1726,11/11/2012,I,Great Egret,1
1727,11/11/2012,I,People,55
1728,11/11/2012,I,Snowy Egret,1
1729,11/11/2012,I,Western Gull,1
1730,11/11/2012,II,Black Phoebe,1
1731,11/11/2012,II,Dogs On Leash,1
1732,11/11/2012,II,Great Blue Heron,1
1733,11/11/2012,II,People,22
1734,11/11/2012,II,Snowy Egret,1
1735,11/11/2012,II,Western Gull,2
1736,11/11/2012,III,Great Blue Heron,1
1737,11/11/2012,III,Juvenile Gull,1
1738,11/11/2012,III,People,1
1739,11/11/2012,III,Snowy Egret,3
1740,11/11/2012,III,Western Gull,3
1741,11/11/2012,III Boulders,Snowy Egret,1
1742,11/11/2012,III Boulders,Whimbrel,1
1743,11/11/2012,III Rocky Outcrop,Brown Pelican,9
1744,11/11/2012,III Rocky Outcrop,Cormorant,9
1745,11/11/2012,III Rocky Outcrop,Tern,9
1746,11/11/2012,III Rocky Outcrop,Unidentified Gull,120
1747,11/12/2012,I,Black Turnstone,1
1748,11/12/2012,I,Dogs On Leash,1
1749,11/12/2012,I,Great Egret,1
1750,11/12/2012,I,People,84
1751,11/12/2012,I,Snowy Egret,1
1752,11/12/2012,I,Western Gull,1
1753,11/12/2012,I,Whimbrel,1
1754,11/12/2012,II,Great Blue Heron,1
1755,11/12/2012,II,People,29
1756,11/12/2012,II,Snowy Egret,2
1757,11/12/2012,II,Western Gull,1
1758,11/12/2012,III,Black Phoebe,1
1759,11/12/2012,III,Great Blue Heron,1
1760,11/12/2012,III,People,4
1761,11/12/2012,III,Snowy Egret,2
1762,11/12/2012,III,Western Gull,9
1763,11/12/2012,III Boulders,Bird,0
1764,11/12/2012,III Rocky Outcrop,Cormorant,2
1765,11/12/2012,III Rocky Outcrop,Unidentified Gull,142
1766,11/13/2012,I,Black Phoebe,1
1767,11/13/2012,I,Dogs On Leash,1
1768,11/13/2012,I,Great Egret,1
1769,11/13/2012,I,People,73
1770,11/13/2012,I,Say's Phoebe,1
1771,11/13/2012,I,Snowy Egret,3
1772,11/13/2012,I,Spotted Sandpiper,1
1773,11/13/2012,II,Great Egret,1
1774,11/13/2012,II,People,11
1775,11/13/2012,II,Western Gull,1
1776,11/13/2012,III,Black Phoebe,1
1777,11/13/2012,III,Brown Pelican,3
1778,11/13/2012,III,California Gull,2
1779,11/13/2012,III,Great Blue Heron,1
1780,11/13/2012,III,Great Egret,1
1781,11/13/2012,III,Heerman's Gull,23
1782,11/13/2012,III,People,6
1783,11/13/2012,III,Snowy Egret,5
1784,11/13/2012,III,Western Gull,3
1785,11/13/2012,III Boulders,Bird,0
1786,11/13/2012,III Rocky Outcrop,Brown Pelican,15
1787,11/13/2012,III Rocky Outcrop,Cormorant,1
1788,11/13/2012,III Rocky Outcrop,Snowy Egret,2
1789,11/13/2012,III Rocky Outcrop,Tern,18
1790,11/13/2012,III Rocky Outcrop,Unidentified Gull,200
1791,11/13/2012,III Rocky Outcrop,Whimbrel,1
1792,11/14/2012,I,People,82
1793,11/14/2012,I,Spotted Sandpiper,1
1794,11/14/2012,I,Western Gull,1
1795,11/14/2012,II,Black Phoebe,1
1796,11/14/2012,II,Great Egret,2
1797,11/14/2012,II,People,12
1798,11/14/2012,II,Spotted Sandpiper,1
1799,11/14/2012,II,Western Gull,2
1800,11/14/2012,III,Great Blue Heron,2
1801,11/14/2012,III,Great Egret,1
1802,11/14/2012,III,Heerman's Gull,2
1803,11/14/2012,III,Juvenile Gull,1
1804,11/14/2012,III,People,2
1805,11/14/2012,III,Say's Phoebe,1
1806,11/14/2012,III,Snowy Egret,2
1807,11/14/2012,III,Spotted Sandpiper,2
1808,11/14/2012,III,Western Gull,1
1809,11/14/2012,III Boulders,Bird,0
1810,11/14/2012,III Boulders,People,2
1811,11/14/2012,III Rocky Outcrop,Brown Pelican,5
1812,11/14/2012,III Rocky Outcrop,Cormorant,0
1813,11/14/2012,III Rocky Outcrop,Tern,44
1814,11/14/2012,III Rocky Outcrop,Unidentified Gull,65
1815,11/25/2012,I,Dogs On Leash,2
1816,11/25/2012,I,Great Egret,1
1817,11/25/2012,I,People,95
1818,11/25/2012,I,Snowy Egret,1
1819,11/25/2012,I,Western Gull,1
1820,11/25/2012,II,Black Phoebe,1
1821,11/25/2012,II,People,7
1822,11/25/2012,II,Spotted Sandpiper,2
1823,11/25/2012,II,Western Gull,2
1824,11/25/2012,III,Black Phoebe,2
1825,11/25/2012,III,Great Egret,2
1826,11/25/2012,III,People,0
1827,11/25/2012,III,Say's Phoebe,1
1828,11/25/2012,III,Snowy Egret,5
1829,11/25/2012,III,Spotted Sandpiper,2
1830,11/25/2012,III,Western Gull,2
1831,11/25/2012,III Boulders,Bird,0
1832,11/25/2012,III Boulders,People,0
1833,11/25/2012,III Rocky Outcrop,Brown Pelican,51
1834,11/25/2012,III Rocky Outcrop,Cormorant,4
1835,11/25/2012,III Rocky Outcrop,Tern,11
1836,11/25/2012,III Rocky Outcrop,Unidentified Gull,51
1837,11/26/2012,I,People,40
1838,11/26/2012,I,Spotted Sandpiper,1
1839,11/26/2012,I,Western Gull,1
1840,11/26/2012,II,Black Phoebe,1
1841,11/26/2012,II,Great Egret,2
1842,11/26/2012,II,People,0
1843,11/26/2012,II,Snowy Egret,1
1844,11/26/2012,II,Spotted Sandpiper,1
1845,11/26/2012,II,Western Gull,1
1846,11/26/2012,III,Black Phoebe,2
1847,11/26/2012,III,Great Blue Heron,2
1848,11/26/2012,III,Great Egret,1
1849,11/26/2012,III,People,0
1850,11/26/2012,III,Snowy Egret,8
1851,11/26/2012,III,Spotted Sandpiper,1
1852,11/26/2012,III,Western Gull,2
1853,11/26/2012,III,Whimbrel,1
1854,11/26/2012,III Boulders,People,0
1855,11/26/2012,III Boulders,Snowy Egret,2
1856,11/26/2012,III Rocky Outcrop,Brown Pelican,10
1857,11/26/2012,III Rocky Outcrop,Cormorant,8
1858,11/26/2012,III Rocky Outcrop,Snowy Egret,1
1859,11/26/2012,III Rocky Outcrop,Tern,25
1860,11/26/2012,III Rocky Outcrop,Unidentified Gull,84
1861,11/27/2012,I,Black Phoebe,0
1862,11/27/2012,I,Great Egret,1
1863,11/27/2012,I,People,27
1864,11/27/2012,I,Say's Phoebe,0
1865,11/27/2012,I,Spotted Sandpiper,1
1866,11/27/2012,I,Western Gull,1
1867,11/27/2012,II,Great Egret,1
1868,11/27/2012,II,People,1
1869,11/27/2012,II,Snowy Egret,3
1870,11/27/2012,II,Spotted Sandpiper,1
1871,11/27/2012,II,Western Gull,1
1872,11/27/2012,III,Black Phoebe,2
1873,11/27/2012,III,Great Blue Heron,2
1874,11/27/2012,III,Great Egret,1
1875,11/27/2012,III,Juvenile Gull,4
1876,11/27/2012,III,People,0
1877,11/27/2012,III,Snowy Egret,4
1878,11/27/2012,III,Spotted Sandpiper,4
1879,11/27/2012,III,Western Gull,2
1880,11/27/2012,III Boulders,Bird,0
1881,11/27/2012,III Rocky Outcrop,Brown Pelican,9
1882,11/27/2012,III Rocky Outcrop,Cormorant,5
1883,11/27/2012,III Rocky Outcrop,Tern,24
1884,11/27/2012,III Rocky Outcrop,Unidentified Gull,90
1885,11/28/2012,I,Black Phoebe,1
1886,11/28/2012,I,Great Egret,1
1887,11/28/2012,I,People,23
1888,11/28/2012,I,Say's Phoebe,1
1889,11/28/2012,II,Black Phoebe,2
1890,11/28/2012,II,People,6
1891,11/28/2012,II,Western Gull,1
1892,11/28/2012,III,Black Phoebe,1
1893,11/28/2012,III,Great Blue Heron,1
1894,11/28/2012,III,Great Egret,1
1895,11/28/2012,III,Juvenile Gull,4
1896,11/28/2012,III,People,1
1897,11/28/2012,III,Snowy Egret,1
1898,11/28/2012,III,Spotted Sandpiper,1
1899,11/28/2012,III,Western Gull,6
1900,11/28/2012,III,Whimbrel,1
1901,11/28/2012,III Boulders,Bird,0
1902,11/28/2012,III Boulders,People,0
1903,11/28/2012,III Rocky Outcrop,Brown Pelican,11
1904,11/28/2012,III Rocky Outcrop,Cormorant,4
1905,11/28/2012,III Rocky Outcrop,Great Blue Heron,1
1906,11/28/2012,III Rocky Outcrop,Tern,33
1907,11/28/2012,III Rocky Outcrop,Unidentified Gull,134
1908,11/29/2012,I,Great Egret,1
1909,11/29/2012,I,People,23
1910,11/29/2012,I,Snowy Egret,2
1911,11/29/2012,I,Spotted Sandpiper,2
1912,11/29/2012,I,Western Gull,1
1913,11/29/2012,II,People,4
1914,11/29/2012,II,Snowy Egret,1
1915,11/29/2012,II,Spotted Sandpiper,1
1916,11/29/2012,II,Western Gull,2
1917,11/29/2012,III,Black Phoebe,3
1918,11/29/2012,III,Great Blue Heron,1
1919,11/29/2012,III,Great Egret,2
1920,11/29/2012,III,Juvenile Gull,4
1921,11/29/2012,III,People,0
1922,11/29/2012,III,Spotted Sandpiper,2
1923,11/29/2012,III,Western Gull,1
1924,11/29/2012,III Boulders,Juvenile Gull,2
1925,11/29/2012,III Boulders,Snowy Egret,1
1926,11/29/2012,III Boulders,Western Gull,2
1927,11/29/2012,III Rocky Outcrop,Brown Pelican,1
1928,11/29/2012,III Rocky Outcrop,Cormorant,0
1929,11/29/2012,III Rocky Outcrop,Great Blue Heron,1
1930,11/29/2012,III Rocky Outcrop,Tern,30
1931,11/29/2012,III Rocky Outcrop,Unidentified Gull,114
1932,12/10/2012,I,Black Phoebe,1
1933,12/10/2012,I,People,49
1934,12/10/2012,I,Snowy Egret,3
1935,12/10/2012,I,Spotted Sandpiper,2
1936,12/10/2012,I,Western Gull,1
1937,12/10/2012,II,Black Phoebe,1
1938,12/10/2012,II,Great Egret,1
1939,12/10/2012,II,People,9
1940,12/10/2012,II,Western Gull,2
1941,12/10/2012,III,Black Phoebe,1
1942,12/10/2012,III,Great Blue Heron,2
1943,12/10/2012,III,Great Egret,2
1944,12/10/2012,III,Juvenile Gull,3
1945,12/10/2012,III,People,0
1946,12/10/2012,III,Snowy Egret,13
1947,12/10/2012,III,Spotted Sandpiper,1
1948,12/10/2012,III,Western Gull,6
1949,12/10/2012,III Boulders,Bird,0
1950,12/10/2012,III Boulders,People,0
1951,12/10/2012,III Rocky Outcrop,Brown Pelican,19
1952,12/10/2012,III Rocky Outcrop,Cormorant,1
1953,12/10/2012,III Rocky Outcrop,Snowy Egret,2
1954,12/10/2012,III Rocky Outcrop,Tern,9
1955,12/10/2012,III Rocky Outcrop,Unidentified Gull,90
1956,12/10/2012,III Rocky Outcrop,Whimbrel,1
1957,12/11/2012,I,Black Phoebe,1
1958,12/11/2012,I,People,34
1959,12/11/2012,I,Say's Phoebe,1
1960,12/11/2012,I,Snowy Egret,3
1961,12/11/2012,I,Spotted Sandpiper,2
1962,12/11/2012,I,Western Gull,2
1963,12/11/2012,II,Great Blue Heron,1
1964,12/11/2012,II,Great Egret,3
1965,12/11/2012,II,People,7
1966,12/11/2012,II,Spotted Sandpiper,1
1967,12/11/2012,II,Western Gull,1
1968,12/11/2012,III,Black Phoebe,1
1969,12/11/2012,III,California Gull,1
1970,12/11/2012,III,Great Blue Heron,1
1971,12/11/2012,III,Great Egret,1
1972,12/11/2012,III,Juvenile Gull,2
1973,12/11/2012,III,People,0
1974,12/11/2012,III,Snowy Egret,2
1975,12/11/2012,III,Tern,5
1976,12/11/2012,III,Western Gull,3
1977,12/11/2012,III Boulders,Bird,0
1978,12/11/2012,III Rocky Outcrop,Brown Pelican,2
1979,12/11/2012,III Rocky Outcrop,Cormorant,3
1980,12/11/2012,III Rocky Outcrop,Tern,6
1981,12/11/2012,III Rocky Outcrop,Unidentified Gull,100
1982,12/12/2012,I,Black Phoebe,1
1983,12/12/2012,I,People,76
1984,12/12/2012,I,Say's Phoebe,1
1985,12/12/2012,I,Snowy Egret,2
1986,12/12/2012,I,Western Gull,2
1987,12/12/2012,II,People,3
1988,12/12/2012,II,Western Gull,3
1989,12/12/2012,III,Black Phoebe,1
1990,12/12/2012,III,Great Blue Heron,1
1991,12/12/2012,III,Great Egret,1
1992,12/12/2012,III,Juvenile Gull,1
1993,12/12/2012,III,People,2
1994,12/12/2012,III,Rock Dove,1
1995,12/12/2012,III,Snowy Egret,3
1996,12/12/2012,III,Song sparrow,1
1997,12/12/2012,III,Wandering Tattler,1
1998,12/12/2012,III,Western Gull,1
1999,12/12/2012,III,Whimbrel,1
2000,12/12/2012,III Boulders,Bird,0
2001,12/12/2012,III Rocky Outcrop,Brown Pelican,16
2002,12/12/2012,III Rocky Outcrop,Cormorant,3
2003,12/12/2012,III Rocky Outcrop,Snowy Egret,1
2004,12/12/2012,III Rocky Outcrop,Tern,13
2005,12/12/2012,III Rocky Outcrop,Unidentified Gull,120
2006,12/13/2012,I,Great Egret,1
2007,12/13/2012,I,People,21
2008,12/13/2012,I,Say's Phoebe,1
2009,12/13/2012,I,Snowy Egret,1
2010,12/13/2012,I,Spotted Sandpiper,1
2011,12/13/2012,I,Western Gull,1
2012,12/13/2012,II,Black Phoebe,1
2013,12/13/2012,II,Great Egret,1
2014,12/13/2012,II,People,3
2015,12/13/2012,II,Western Gull,2
2016,12/13/2012,III,Black Phoebe,1
2017,12/13/2012,III,California Gull,1
2018,12/13/2012,III,Great Blue Heron,1
2019,12/13/2012,III,Great Egret,1
2020,12/13/2012,III,People,0
2021,12/13/2012,III,Snowy Egret,2
2022,12/13/2012,III,Tern,4
2023,12/13/2012,III,Western Gull,1
2024,12/13/2012,III Boulders,Bird,0
2025,12/13/2012,III Rocky Outcrop,Brown Pelican,13
2026,12/13/2012,III Rocky Outcrop,Cormorant,0
2027,12/13/2012,III Rocky Outcrop,Great Egret,1
2028,12/13/2012,III Rocky Outcrop,Snowy Egret,1
2029,12/13/2012,III Rocky Outcrop,Tern,13
2030,12/13/2012,III Rocky Outcrop,Unidentified Gull,90
2031,12/26/2012,I,Black Phoebe,1
2032,12/26/2012,I,Great Egret,1
2033,12/26/2012,I,People,130
2034,12/26/2012,I,Snowy Egret,6
2035,12/26/2012,I,Spotted Sandpiper,2
2036,12/26/2012,I,Western Gull,1
2037,12/26/2012,I,Yellow Rumped Warbler,1
2038,12/26/2012,II,Black Phoebe,1
2039,12/26/2012,II,Dogs On Leash,1
2040,12/26/2012,II,Great Egret,2
2041,12/26/2012,II,People,64
2042,12/26/2012,II,Snowy Egret,2
2043,12/26/2012,II,Sparrow,2
2044,12/26/2012,II,Western Gull,2
2045,12/26/2012,II,Whimbrel,1
2046,12/26/2012,III,Black Phoebe,1
2047,12/26/2012,III,Brown Pelican,2
2048,12/26/2012,III,Great Blue Heron,2
2049,12/26/2012,III,Great Egret,2
2050,12/26/2012,III,Juvenile Gull,1
2051,12/26/2012,III,People,6
2052,12/26/2012,III,Snowy Egret,8
2053,12/26/2012,III,Sparrow,1
2054,12/26/2012,III Boulders,Snowy Egret,1
2055,12/26/2012,III Rocky Outcrop,Brown Pelican,10
2056,12/26/2012,III Rocky Outcrop,Cormorant,4
2057,12/26/2012,III Rocky Outcrop,Tern,17
2058,12/26/2012,III Rocky Outcrop,Unidentified Gull,125
2059,12/26/2012,III Rocky Outcrop,Whimbrel,1
2060,12/27/2012,I,People,96
2061,12/27/2012,I,Spotted Sandpiper,1
2062,12/27/2012,I,Western Gull,1
2063,12/27/2012,II,People,32
2064,12/27/2012,II,Snowy Egret,3
2065,12/27/2012,II,Western Gull,3
2066,12/27/2012,III,Black Phoebe,2
2067,12/27/2012,III,Great Blue Heron,1
2068,12/27/2012,III,Great Egret,1
2069,12/27/2012,III,People,0
2070,12/27/2012,III,Say's Phoebe,1
2071,12/27/2012,III,Snowy Egret,4
2072,12/27/2012,III,Yellow Rumped Warbler,1
2073,12/27/2012,III Boulders,Bird,0
2074,12/27/2012,III Rocky Outcrop,Brown Pelican,4
2075,12/27/2012,III Rocky Outcrop,Cormorant,5
2076,12/27/2012,III Rocky Outcrop,Tern,20
2077,12/27/2012,III Rocky Outcrop,Unidentified Gull,116
2078,12/28/2012,I,Dogs On Leash,2
2079,12/28/2012,I,People,160
2080,12/28/2012,I,Snowy Egret,4
2081,12/28/2012,I,Western Gull,3
2082,12/28/2012,I,Yellow Rumped Warbler,1
2083,12/28/2012,II,People,30
2084,12/28/2012,II,Western Gull,1
2085,12/28/2012,II,Yellow Rumped Warbler,1
2086,12/28/2012,III,Black Phoebe,2
2087,12/28/2012,III,Great Blue Heron,1
2088,12/28/2012,III,Great Egret,2
2089,12/28/2012,III,People,2
2090,12/28/2012,III,Snowy Egret,3
2091,12/28/2012,III,Yellow Rumped Warbler,2
2092,12/28/2012,III Boulders,Great Egret,1
2093,12/28/2012,III Rocky Outcrop,Brown Pelican,3
2094,12/28/2012,III Rocky Outcrop,Cormorant,2
2095,12/28/2012,III Rocky Outcrop,Tern,50
2096,12/28/2012,III Rocky Outcrop,Unidentified Gull,140
2097,12/29/2012,I,Dogs On Leash,2
2098,12/29/2012,I,Great Egret,1
2099,12/29/2012,I,People,65
2100,12/29/2012,I,Spotted Sandpiper,1
2101,12/29/2012,II,Black Phoebe,1
2102,12/29/2012,II,Dogs On Leash,1
2103,12/29/2012,II,People,18
2104,12/29/2012,II,Western Gull,2
2105,12/29/2012,III,Black Phoebe,1
2106,12/29/2012,III,Great Blue Heron,1
2107,12/29/2012,III,Great Egret,1
2108,12/29/2012,III,People,0
2109,12/29/2012,III,Snowy Egret,5
2110,12/29/2012,III,Spotted Sandpiper,1
2111,12/29/2012,III Boulders,Snowy Egret,1
2112,12/29/2012,III Rocky Outcrop,Brown Pelican,13
2113,12/29/2012,III Rocky Outcrop,Cormorant,1
2114,12/29/2012,III Rocky Outcrop,Tern,50
2115,12/29/2012,III Rocky Outcrop,Unidentified Gull,72
2116,1/7/2013,I,People,42
2117,1/7/2013,I,Snowy Egret,1
2118,1/7/2013,I,Spotted Sandpiper,2
2119,1/7/2013,I,Western Gull,1
2120,1/7/2013,I,Yellow Rumped Warbler,1
2121,1/7/2013,II,People,1
2122,1/7/2013,II,Snowy Egret,2
2123,1/7/2013,II,Western Gull,1
2124,1/7/2013,II,Whimbrel,2
2125,1/7/2013,III,Black Phoebe,2
2126,1/7/2013,III,Great Egret,1
2127,1/7/2013,III,People,0
2128,1/7/2013,III,Say's Phoebe,1
2129,1/7/2013,III,Spotted Sandpiper,1
2130,1/7/2013,III Boulders,Double Crested Cormorant,2
2131,1/7/2013,III Boulders,Spotted Sandpiper,1
2132,1/7/2013,III Rocky Outcrop,Brown Pelican,3
2133,1/7/2013,III Rocky Outcrop,Cormorant,0
2134,1/7/2013,III Rocky Outcrop,Tern,20
2135,1/7/2013,III Rocky Outcrop,Unidentified Gull,204
2136,1/8/2013,I,People,96
2137,1/8/2013,I,Snowy Egret,1
2138,1/8/2013,I,Spotted Sandpiper,1
2139,1/8/2013,I,Western Gull,1
2140,1/8/2013,II,Great Blue Heron,1
2141,1/8/2013,II,Great Egret,2
2142,1/8/2013,II,People,3
2143,1/8/2013,II,Western Gull,1
2144,1/8/2013,III,Double Crested Cormorant,1
2145,1/8/2013,III,People,1
2146,1/8/2013,III,Snowy Egret,6
2147,1/8/2013,III,Whimbrel,1
2148,1/8/2013,III,Yellow Rumped Warbler,1
2149,1/8/2013,III Boulders,Bird,0
2150,1/8/2013,III Rocky Outcrop,Brown Pelican,4
2151,1/8/2013,III Rocky Outcrop,Cormorant,8
2152,1/8/2013,III Rocky Outcrop,Tern,12
2153,1/8/2013,III Rocky Outcrop,Unidentified Gull,78
2154,1/9/2013,I,People,36
2155,1/9/2013,I,Say's Phoebe,1
2156,1/9/2013,I,Snowy Egret,1
2157,1/9/2013,I,Western Gull,2
2158,1/9/2013,I,Yellow Rumped Warbler,1
2159,1/9/2013,II,People,7
2160,1/9/2013,II,Ring-Billed Gull,1
2161,1/9/2013,II,Snowy Egret,2
2162,1/9/2013,II,Western Gull,1
2163,1/9/2013,III,Black Phoebe,2
2164,1/9/2013,III,Great Blue Heron,1
2165,1/9/2013,III,Great Egret,1
2166,1/9/2013,III,People,0
2167,1/9/2013,III,Snowy Egret,6
2168,1/9/2013,III,Western Gull,1
2169,1/9/2013,III Boulders,Bird,0
2170,1/9/2013,III Rocky Outcrop,Brown Pelican,42
2171,1/9/2013,III Rocky Outcrop,Cormorant,6
2172,1/9/2013,III Rocky Outcrop,Great Egret,1
2173,1/9/2013,III Rocky Outcrop,Snowy Egret,1
2174,1/9/2013,III Rocky Outcrop,Tern,8
2175,1/9/2013,III Rocky Outcrop,Unidentified Gull,130
2176,1/10/2013,I,Black Phoebe,1
2177,1/10/2013,I,People,95
2178,1/10/2013,I,Say's Phoebe,1
2179,1/10/2013,I,Snowy Egret,1
2180,1/10/2013,I,Spotted Sandpiper,1
2181,1/10/2013,I,Western Gull,1
2182,1/10/2013,II,People,40
2183,1/10/2013,II,Western Gull,2
2184,1/10/2013,III,Black Phoebe,1
2185,1/10/2013,III,Brown Pelican,1
2186,1/10/2013,III,Great Blue Heron,1
2187,1/10/2013,III,Great Egret,1
2188,1/10/2013,III,People,0
2189,1/10/2013,III,Say's Phoebe,1
2190,1/10/2013,III,Snowy Egret,2
2191,1/10/2013,III,Western Gull,2
2192,1/10/2013,III Boulders,Bird,0
2193,1/10/2013,III Rocky Outcrop,Brown Pelican,7
2194,1/10/2013,III Rocky Outcrop,Cormorant,7
2195,1/10/2013,III Rocky Outcrop,Tern,40
2196,1/10/2013,III Rocky Outcrop,Unidentified Gull,200
2197,1/11/2013,I,People,98
2198,1/11/2013,I,Snowy Egret,1
2199,1/11/2013,I,Spotted Sandpiper,1
2200,1/11/2013,I,Unidentified Bird (non-gull),1
2201,1/11/2013,I,Western Gull,2
2202,1/11/2013,II,Black Phoebe,2
2203,1/11/2013,II,People,10
2204,1/11/2013,II,Western Gull,1
2205,1/11/2013,III,Black Phoebe,3
2206,1/11/2013,III,Brown Pelican,1
2207,1/11/2013,III,California Gull,1
2208,1/11/2013,III,Great Blue Heron,2
2209,1/11/2013,III,Great Egret,2
2210,1/11/2013,III,People,0
2211,1/11/2013,III,Snowy Egret,2
2212,1/11/2013,III,Yellow Rumped Warbler,1
